Source	Target	Reaction Name	Mass
3780_0	C(C)(C(CO)(C(CO)(C)O)O)=O	Knoevenagel C	178.084123548
C(C)(C(CO)O)=O	3780_1	Knoevenagel H	104.047344116
C(C)(CO)=O	3780_1	Knoevenagel H	74.036779432
3780_1	C(C)(C(CO)(C(CO)(C)O)O)=O	Knoevenagel H	178.084123548
C(C)(C(CO)O)=O	3782_0	Knoevenagel C	104.047344116
C(C)=O	3782_0	Knoevenagel C	44.026214748
3782_0	C(C)(C(CO)(C(C)O)O)=O	Knoevenagel C	148.073558864
C(C)(C(CO)O)=O	3782_1	Knoevenagel H	104.047344116
C(C)=O	3782_1	Knoevenagel H	44.026214748
3782_1	C(C)(C(CO)(C(C)O)O)=O	Knoevenagel H	148.073558864
C(C)(C(CO)O)=O	3784_0	Knoevenagel C	104.047344116
C(CNC)=O	3784_0	Knoevenagel C	73.052763849
3784_0	C(C)(C(CO)(C(CNC)O)O)=O	Knoevenagel C	177.100107965
C(C)(C(CO)O)=O	3784_1	Knoevenagel H	104.047344116
C(CNC)=O	3784_1	Knoevenagel H	73.052763849
3784_1	C(C)(C(CO)(C(CNC)O)O)=O	Knoevenagel H	177.100107965
C(C(CCO)=O)=O	3786_0	Knoevenagel C	102.031694052
C(C(C=O)O)=O	3786_0	Knoevenagel C	88.016043988
3786_0	C(C(C=O)(C(C(CCO)=O)O)O)=O	Knoevenagel C	190.04773804
C(C(CCO)=O)=O	3786_1	Knoevenagel H	102.031694052
C(C(C=O)O)=O	3786_1	Knoevenagel H	88.016043988
3786_1	C(C(C=O)(C(C(CCO)=O)O)O)=O	Knoevenagel H	190.04773804
C(C(CCO)=O)=O	3788_0	Knoevenagel C	102.031694052
C(C(C=O)O)=O	3788_0	Knoevenagel C	88.016043988
3788_0	C(C(C=O)(C(C=O)(CCO)O)O)=O	Knoevenagel C	190.04773804
C(C(CCO)=O)=O	3788_1	Knoevenagel H	102.031694052
C(C(C=O)O)=O	3788_1	Knoevenagel H	88.016043988
3788_1	C(C(C=O)(C(C=O)(CCO)O)O)=O	Knoevenagel H	190.04773804
C(CO)(CCO)=O	3790_0	Knoevenagel C	104.047344116
C(C(C=O)O)=O	3790_0	Knoevenagel C	88.016043988
3790_0	C(C(C=O)(C(CO)(CCO)O)O)=O	Knoevenagel C	192.063388104
C(CO)(CCO)=O	3790_1	Knoevenagel H	104.047344116
C(C(C=O)O)=O	3790_1	Knoevenagel H	88.016043988
3790_1	C(C(C=O)(C(CO)(CCO)O)O)=O	Knoevenagel H	192.063388104
C(C(C(C(C)=O)O)O)=O	3792_0	Knoevenagel C	132.042258736
C(C)=O	3792_0	Knoevenagel C	44.026214748
3792_0	C(C(C(C)O)(C(C(C)=O)O)O)=O	Knoevenagel C	176.068473484
C(C(C(C(C)=O)O)O)=O	3792_1	Knoevenagel H	132.042258736
C(C)=O	3792_1	Knoevenagel H	44.026214748
3792_1	C(C(C(C)O)(C(C(C)=O)O)O)=O	Knoevenagel H	176.068473484
C(C(C(C(C)=O)O)O)=O	3794_0	Knoevenagel C	132.042258736
C(C)=O	3794_0	Knoevenagel C	44.026214748
3794_0	C(C)(C(C(C)O)(C(C=O)O)O)=O	Knoevenagel C	176.068473484
C(C(C(C(C)=O)O)O)=O	3794_1	Knoevenagel H	132.042258736
C(C)=O	3794_1	Knoevenagel H	44.026214748
3794_1	C(C)(C(C(C)O)(C(C=O)O)O)=O	Knoevenagel H	176.068473484
C(C(C=O)O)=O	3796_0	Knoevenagel C	88.016043988
C(C(C=O)O)=O	3796_0	Knoevenagel C	88.016043988
3796_0	C(C(C=O)(C(C(C=O)O)O)O)=O	Knoevenagel C	176.032087976
C(C(C=O)O)=O	3796_1	Knoevenagel H	88.016043988
C(C(C=O)O)=O	3796_1	Knoevenagel H	88.016043988
3796_1	C(C(C=O)(C(C(C=O)O)O)O)=O	Knoevenagel H	176.032087976
C(C(C=O)O)=O	3798_0	Knoevenagel C	88.016043988
C(C)(CO)=O	3798_0	Knoevenagel C	74.036779432
3798_0	C(C(C=O)(C(CO)(C)O)O)=O	Knoevenagel C	162.05282342
C(C(C=O)O)=O	3798_1	Knoevenagel H	88.016043988
C(C)(CO)=O	3798_1	Knoevenagel H	74.036779432
3798_1	C(C(C=O)(C(CO)(C)O)O)=O	Knoevenagel H	162.05282342
C(C(C=O)O)=O	3800_0	Knoevenagel C	88.016043988
C(CC(C=O)O)=O	3800_0	Knoevenagel C	102.031694052
3800_0	C(C(C=O)(C(C(CC=O)O)O)O)=O	Knoevenagel C	190.04773804
C(C(C=O)O)=O	3800_1	Knoevenagel H	88.016043988
C(CC(C=O)O)=O	3800_1	Knoevenagel H	102.031694052
3800_1	C(C(C=O)(C(C(CC=O)O)O)O)=O	Knoevenagel H	190.04773804
C(C(C=O)O)=O	3802_0	Knoevenagel C	88.016043988
C(CC(C=O)O)=O	3802_0	Knoevenagel C	102.031694052
3802_0	C(C(C=O)(C(CC(C=O)O)O)O)=O	Knoevenagel C	190.04773804
C(C(C=O)O)=O	3802_1	Knoevenagel H	88.016043988
C(CC(C=O)O)=O	3802_1	Knoevenagel H	102.031694052
3802_1	C(C(C=O)(C(CC(C=O)O)O)O)=O	Knoevenagel H	190.04773804
C(C(C=O)O)=O	3804_0	Knoevenagel C	88.016043988
C(C)=O	3804_0	Knoevenagel C	44.026214748
3804_0	C(C(C=O)(C(C)O)O)=O	Knoevenagel C	132.042258736
C(C(C=O)O)=O	3804_1	Knoevenagel H	88.016043988
C(C)=O	3804_1	Knoevenagel H	44.026214748
3804_1	C(C(C=O)(C(C)O)O)=O	Knoevenagel H	132.042258736
C(C(C=O)O)=O	3806_0	Knoevenagel C	88.016043988
C(CNC)=O	3806_0	Knoevenagel C	73.052763849
3806_0	C(C(C=O)(C(CNC)O)O)=O	Knoevenagel C	161.068807837
C(C(C=O)O)=O	3806_1	Knoevenagel H	88.016043988
C(CNC)=O	3806_1	Knoevenagel H	73.052763849
3806_1	C(C(C=O)(C(CNC)O)O)=O	Knoevenagel H	161.068807837
C(C(C=O)O)=O	3808_0	Knoevenagel C	88.016043988
C(C(CO)N)(O)=O	3808_0	Knoevenagel C	105.04259308900001
3808_0	C(C(CO)(C(C(C=O)O)O)N)(O)=O	Knoevenagel C	193.05863707700001
C(C(C=O)O)=O	3808_1	Knoevenagel H	88.016043988
C(C(CO)N)(O)=O	3808_1	Knoevenagel H	105.04259308900001
3808_1	C(C(CO)(C(C(C=O)O)O)N)(O)=O	Knoevenagel H	193.05863707700001
C(C)(CO)=O	3810_0	Knoevenagel C	74.036779432
C(C(C(C=O)O)O)=O	3810_0	Knoevenagel C	118.02660867200001
3810_0	C(C(C(CO)(C)O)(C(C=O)O)O)=O	Knoevenagel C	192.063388104
C(C)(CO)=O	3810_1	Knoevenagel H	74.036779432
C(C(C(C=O)O)O)=O	3810_1	Knoevenagel H	118.02660867200001
3810_1	C(C(C(CO)(C)O)(C(C=O)O)O)=O	Knoevenagel H	192.063388104
C(C)(CO)=O	3812_0	Knoevenagel C	74.036779432
C(CO)(C(CO)O)=O	3812_0	Knoevenagel C	120.04225873600001
3812_0	C(CO)(C(CO)(C(CO)(C)O)O)=O	Knoevenagel C	194.079038168
C(C)(CO)=O	3812_1	Knoevenagel H	74.036779432
C(CO)(C(CO)O)=O	3812_1	Knoevenagel H	120.04225873600001
3812_1	C(CO)(C(CO)(C(CO)(C)O)O)=O	Knoevenagel H	194.079038168
C(C)(CO)=O	3814_0	Knoevenagel C	74.036779432
C(C(C(O)=O)N)(O)=O	3814_0	Knoevenagel C	119.02185764500001
3814_0	C(C(C(O)=O)(C(C)(CO)O)N)(O)=O	Knoevenagel C	193.05863707700001
C(C)(CO)=O	3814_1	Knoevenagel H	74.036779432
C(C(C(O)=O)N)(O)=O	3814_1	Knoevenagel H	119.02185764500001
3814_1	C(C(C(O)=O)(C(C)(CO)O)N)(O)=O	Knoevenagel H	193.05863707700001
C(C)(CO)=O	3816_0	Knoevenagel C	74.036779432
C(C(CO)N)(O)=O	3816_0	Knoevenagel C	105.04259308900001
3816_0	C(C(CO)(C(C)(CO)O)N)(O)=O	Knoevenagel C	179.079372521
C(C)(CO)=O	3816_1	Knoevenagel H	74.036779432
C(C(CO)N)(O)=O	3816_1	Knoevenagel H	105.04259308900001
3816_1	C(C(CO)(C(C)(CO)O)N)(O)=O	Knoevenagel H	179.079372521
C(C(C(C=O)O)O)=O	3818_0	Knoevenagel C	118.02660867200001
C(C)=O	3818_0	Knoevenagel C	44.026214748
3818_0	C(C(C(C)O)(C(C=O)O)O)=O	Knoevenagel C	162.05282342
C(C(C(C=O)O)O)=O	3818_1	Knoevenagel H	118.02660867200001
C(C)=O	3818_1	Knoevenagel H	44.026214748
3818_1	C(C(C(C)O)(C(C=O)O)O)=O	Knoevenagel H	162.05282342
C(C(C(C=O)O)O)=O	3820_0	Knoevenagel C	118.02660867200001
C(CNC)=O	3820_0	Knoevenagel C	73.052763849
3820_0	C(C(C(CNC)O)(C(C=O)O)O)=O	Knoevenagel C	191.079372521
C(C(C(C=O)O)O)=O	3820_1	Knoevenagel H	118.02660867200001
C(CNC)=O	3820_1	Knoevenagel H	73.052763849
3820_1	C(C(C(CNC)O)(C(C=O)O)O)=O	Knoevenagel H	191.079372521
C(C)=O	3822_0	Knoevenagel C	44.026214748
C(CO)(C(CO)O)=O	3822_0	Knoevenagel C	120.04225873600001
3822_0	C(CO)(C(CO)(C(C)O)O)=O	Knoevenagel C	164.068473484
C(C)=O	3822_1	Knoevenagel H	44.026214748
C(CO)(C(CO)O)=O	3822_1	Knoevenagel H	120.04225873600001
3822_1	C(CO)(C(CO)(C(C)O)O)=O	Knoevenagel H	164.068473484
C(C)=O	3824_0	Knoevenagel C	44.026214748
C(CNC)(C(CO)O)=O	3824_0	Knoevenagel C	133.073893217
3824_0	C(CNC)(C(CO)(C(C)O)O)=O	Knoevenagel C	177.100107965
C(C)=O	3824_1	Knoevenagel H	44.026214748
C(CNC)(C(CO)O)=O	3824_1	Knoevenagel H	133.073893217
3824_1	C(CNC)(C(CO)(C(C)O)O)=O	Knoevenagel H	177.100107965
C(C)=O	3826_0	Knoevenagel C	44.026214748
C(C(C(CO)O)O)(O)=O	3826_0	Knoevenagel C	136.03717335599998
3826_0	C(C(C(CO)O)(C(C)O)O)(O)=O	Knoevenagel C	180.063388104
C(C)=O	3826_1	Knoevenagel H	44.026214748
C(C(C(CO)O)O)(O)=O	3826_1	Knoevenagel H	136.03717335599998
3826_1	C(C(C(CO)O)(C(C)O)O)(O)=O	Knoevenagel H	180.063388104
C(C)=O	3828_0	Knoevenagel C	44.026214748
C(C(C(CO)O)N)(O)=O	3828_0	Knoevenagel C	135.053157773
3828_0	C(C(C(CO)O)(C(C)O)N)(O)=O	Knoevenagel C	179.079372521
C(C)=O	3828_1	Knoevenagel H	44.026214748
C(C(C(CO)O)N)(O)=O	3828_1	Knoevenagel H	135.053157773
3828_1	C(C(C(CO)O)(C(C)O)N)(O)=O	Knoevenagel H	179.079372521
C(C)=O	3830_0	Knoevenagel C	44.026214748
C(C(C(O)=O)N)(O)=O	3830_0	Knoevenagel C	119.02185764500001
3830_0	C(C(C(O)=O)(C(C)O)N)(O)=O	Knoevenagel C	163.048072393
C(C)=O	3830_1	Knoevenagel H	44.026214748
C(C(C(O)=O)N)(O)=O	3830_1	Knoevenagel H	119.02185764500001
3830_1	C(C(C(O)=O)(C(C)O)N)(O)=O	Knoevenagel H	163.048072393
C(C)=O	3832_0	Knoevenagel C	44.026214748
C(C(C(C(O)=O)N)O)(O)=O	3832_0	Knoevenagel C	149.032422329
3832_0	C(C(C(C)O)(C(C(O)=O)O)N)(O)=O	Knoevenagel C	193.05863707700001
C(C)=O	3832_1	Knoevenagel H	44.026214748
C(C(C(C(O)=O)N)O)(O)=O	3832_1	Knoevenagel H	149.032422329
3832_1	C(C(C(C)O)(C(C(O)=O)O)N)(O)=O	Knoevenagel H	193.05863707700001
C(C)=O	3834_0	Knoevenagel C	44.026214748
C(C(C(C(O)=O)N)O)(O)=O	3834_0	Knoevenagel C	149.032422329
3834_0	C(C(C(C)O)(C(C(O)=O)N)O)(O)=O	Knoevenagel C	193.05863707700001
C(C)=O	3834_1	Knoevenagel H	44.026214748
C(C(C(C(O)=O)N)O)(O)=O	3834_1	Knoevenagel H	149.032422329
3834_1	C(C(C(C)O)(C(C(O)=O)N)O)(O)=O	Knoevenagel H	193.05863707700001
C(C)=O	3836_0	Knoevenagel C	44.026214748
C(C(CO)N)(O)=O	3836_0	Knoevenagel C	105.04259308900001
3836_0	C(C(CO)(C(C)O)N)(O)=O	Knoevenagel C	149.068807837
C(C)=O	3836_1	Knoevenagel H	44.026214748
C(C(CO)N)(O)=O	3836_1	Knoevenagel H	105.04259308900001
3836_1	C(C(CO)(C(C)O)N)(O)=O	Knoevenagel H	149.068807837
C(C)=O	3838_0	Knoevenagel C	44.026214748
C(CC(C(C(C)=O)O)=O)=O	3838_0	Knoevenagel C	144.042258736
3838_0	C(CC=O)(C(C(C)=O)(C(C)O)O)=O	Knoevenagel C	188.068473484
C(C)=O	3838_1	Knoevenagel H	44.026214748
C(CC(C(C(C)=O)O)=O)=O	3838_1	Knoevenagel H	144.042258736
3838_1	C(CC=O)(C(C(C)=O)(C(C)O)O)=O	Knoevenagel H	188.068473484
C(C)=O	3840_0	Knoevenagel C	44.026214748
C(C(C=O)O)(CC(C)=O)=O	3840_0	Knoevenagel C	144.042258736
3840_0	C(C(C(CC(C)=O)=O)(C(C)O)O)=O	Knoevenagel C	188.068473484
C(C)=O	3840_1	Knoevenagel H	44.026214748
C(C(C=O)O)(CC(C)=O)=O	3840_1	Knoevenagel H	144.042258736
3840_1	C(C(C(CC(C)=O)=O)(C(C)O)O)=O	Knoevenagel H	188.068473484
C(C)=O	3842_0	Knoevenagel C	44.026214748
C(C(C(CCC=O)=O)O)=O	3842_0	Knoevenagel C	144.042258736
3842_0	C(C(C(CCC=O)=O)(C(C)O)O)=O	Knoevenagel C	188.068473484
C(C)=O	3842_1	Knoevenagel H	44.026214748
C(C(C(CCC=O)=O)O)=O	3842_1	Knoevenagel H	144.042258736
3842_1	C(C(C(CCC=O)=O)(C(C)O)O)=O	Knoevenagel H	188.068473484
C(C)=O	3844_0	Knoevenagel C	44.026214748
C(C(C(C=CCO)=O)O)=O	3844_0	Knoevenagel C	144.042258736
3844_0	C(C(C(C=CCO)=O)(C(C)O)O)=O	Knoevenagel C	188.068473484
C(C)=O	3844_1	Knoevenagel H	44.026214748
C(C(C(C=CCO)=O)O)=O	3844_1	Knoevenagel H	144.042258736
3844_1	C(C(C(C=CCO)=O)(C(C)O)O)=O	Knoevenagel H	188.068473484
C(C)=O	3846_0	Knoevenagel C	44.026214748
C(C=CC(C(CO)O)=O)=O	3846_0	Knoevenagel C	144.042258736
3846_0	C(C=CC(C(CO)(C(C)O)O)=O)=O	Knoevenagel C	188.068473484
C(C)=O	3846_1	Knoevenagel H	44.026214748
C(C=CC(C(CO)O)=O)=O	3846_1	Knoevenagel H	144.042258736
3846_1	C(C=CC(C(CO)(C(C)O)O)=O)=O	Knoevenagel H	188.068473484
C(C)=O	3848_0	Knoevenagel C	44.026214748
C(C(C(C(C=C)=O)O)O)=O	3848_0	Knoevenagel C	144.042258736
3848_0	C(C(C(C)O)(C(C(C=C)=O)O)O)=O	Knoevenagel C	188.068473484
C(C)=O	3848_1	Knoevenagel H	44.026214748
C(C(C(C(C=C)=O)O)O)=O	3848_1	Knoevenagel H	144.042258736
3848_1	C(C(C(C)O)(C(C(C=C)=O)O)O)=O	Knoevenagel H	188.068473484
C(C)=O	3850_0	Knoevenagel C	44.026214748
C(C(C(C(C=C)=O)O)O)=O	3850_0	Knoevenagel C	144.042258736
3850_0	C(C(C(C(C=C)=O)(C(C)O)O)O)=O	Knoevenagel C	188.068473484
C(C)=O	3850_1	Knoevenagel H	44.026214748
C(C(C(C(C=C)=O)O)O)=O	3850_1	Knoevenagel H	144.042258736
3850_1	C(C(C(C(C=C)=O)(C(C)O)O)O)=O	Knoevenagel H	188.068473484
C(C)=O	3852_0	Knoevenagel C	44.026214748
C(C(C(C=CC=O)O)O)=O	3852_0	Knoevenagel C	144.042258736
3852_0	C(C(C(C)O)(C(C=CC=O)O)O)=O	Knoevenagel C	188.068473484
C(C)=O	3852_1	Knoevenagel H	44.026214748
C(C(C(C=CC=O)O)O)=O	3852_1	Knoevenagel H	144.042258736
3852_1	C(C(C(C)O)(C(C=CC=O)O)O)=O	Knoevenagel H	188.068473484
C(C)=O	3854_0	Knoevenagel C	44.026214748
C(C(C(CO)NC)O)=O	3854_0	Knoevenagel C	133.073893217
3854_0	C(C(C(C)O)(C(CO)NC)O)=O	Knoevenagel C	177.100107965
C(C)=O	3854_1	Knoevenagel H	44.026214748
C(C(C(CO)NC)O)=O	3854_1	Knoevenagel H	133.073893217
3854_1	C(C(C(C)O)(C(CO)NC)O)=O	Knoevenagel H	177.100107965
C(CO)(C(CO)O)=O	3856_0	Knoevenagel C	120.04225873600001
C(CNC)=O	3856_0	Knoevenagel C	73.052763849
3856_0	C(CO)(C(CO)(C(CNC)O)O)=O	Knoevenagel C	193.095022585
C(CO)(C(CO)O)=O	3856_1	Knoevenagel H	120.04225873600001
C(CNC)=O	3856_1	Knoevenagel H	73.052763849
3856_1	C(CO)(C(CO)(C(CNC)O)O)=O	Knoevenagel H	193.095022585
C(CNC)=O	3858_0	Knoevenagel C	73.052763849
C(C(C(O)=O)N)(O)=O	3858_0	Knoevenagel C	119.02185764500001
3858_0	C(C(C(O)=O)(C(CNC)O)N)(O)=O	Knoevenagel C	192.074621494
C(CNC)=O	3858_1	Knoevenagel H	73.052763849
C(C(C(O)=O)N)(O)=O	3858_1	Knoevenagel H	119.02185764500001
3858_1	C(C(C(O)=O)(C(CNC)O)N)(O)=O	Knoevenagel H	192.074621494
C(CNC)=O	3860_0	Knoevenagel C	73.052763849
C(C(CO)N)(O)=O	3860_0	Knoevenagel C	105.04259308900001
3860_0	C(C(CO)(C(CNC)O)N)(O)=O	Knoevenagel C	178.095356938
C(CNC)=O	3860_1	Knoevenagel H	73.052763849
C(C(CO)N)(O)=O	3860_1	Knoevenagel H	105.04259308900001
3860_1	C(C(CO)(C(CNC)O)N)(O)=O	Knoevenagel H	178.095356938
C(CO)=O	3861_0	Knoevenagel C	60.021129368000004
C(C(C=O)O)(O)=O	3861_0	Knoevenagel C	104.01095860800001
3861_0	C(C(C=O)(C(CO)O)O)(O)=O	Knoevenagel C	164.032087976
C(CO)=O	3861_1	Knoevenagel H	60.021129368000004
C(C(C=O)O)(O)=O	3861_1	Knoevenagel H	104.01095860800001
3861_1	C(C(C=O)(C(CO)O)O)(O)=O	Knoevenagel H	164.032087976
C(CO)=O	3862_0	Knoevenagel C	60.021129368000004
C(C(C(C=O)O)O)(O)=O	3862_0	Knoevenagel C	134.021523292
3862_0	C(C(C(CO)O)(C(C(O)=O)O)O)=O	Knoevenagel C	194.04265266000002
C(CO)=O	3862_1	Knoevenagel H	60.021129368000004
C(C(C(C=O)O)O)(O)=O	3862_1	Knoevenagel H	134.021523292
3862_1	C(C(C(CO)O)(C(C(O)=O)O)O)=O	Knoevenagel H	194.04265266000002
C(CO)=O	3863_0	Knoevenagel C	60.021129368000004
C(C(C(C=O)O)O)(O)=O	3863_0	Knoevenagel C	134.021523292
3863_0	C(C(C(CO)O)(C(C=O)O)O)(O)=O	Knoevenagel C	194.04265266000002
C(CO)=O	3863_1	Knoevenagel H	60.021129368000004
C(C(C(C=O)O)O)(O)=O	3863_1	Knoevenagel H	134.021523292
3863_1	C(C(C(CO)O)(C(C=O)O)O)(O)=O	Knoevenagel H	194.04265266000002
C(CO)=O	3864_0	Knoevenagel C	60.021129368000004
C(C(CO)O)=O	3864_0	Knoevenagel C	90.031694052
3864_0	C(C(CO)(C(CO)O)O)=O	Knoevenagel C	150.05282342
C(CO)=O	3864_1	Knoevenagel H	60.021129368000004
C(C(CO)O)=O	3864_1	Knoevenagel H	90.031694052
3864_1	C(C(CO)(C(CO)O)O)=O	Knoevenagel H	150.05282342
C(CO)=O	3866_0	Knoevenagel C	60.021129368000004
C(C(C(C)=O)O)=O	3866_0	Knoevenagel C	102.031694052
3866_0	C(C(C(C)=O)(C(CO)O)O)=O	Knoevenagel C	162.05282342
C(CO)=O	3866_1	Knoevenagel H	60.021129368000004
C(C(C(C)=O)O)=O	3866_1	Knoevenagel H	102.031694052
3866_1	C(C(C(C)=O)(C(CO)O)O)=O	Knoevenagel H	162.05282342
C(CO)=O	3868_0	Knoevenagel C	60.021129368000004
C(C)(C(CO)O)=O	3868_0	Knoevenagel C	104.047344116
3868_0	C(C)(C(CO)(C(CO)O)O)=O	Knoevenagel C	164.068473484
C(CO)=O	3868_1	Knoevenagel H	60.021129368000004
C(C)(C(CO)O)=O	3868_1	Knoevenagel H	104.047344116
3868_1	C(C)(C(CO)(C(CO)O)O)=O	Knoevenagel H	164.068473484
C(CO)=O	3870_0	Knoevenagel C	60.021129368000004
C(C(C(C(C)=O)O)O)=O	3870_0	Knoevenagel C	132.042258736
3870_0	C(C(C(CO)O)(C(C(C)=O)O)O)=O	Knoevenagel C	192.063388104
C(CO)=O	3870_1	Knoevenagel H	60.021129368000004
C(C(C(C(C)=O)O)O)=O	3870_1	Knoevenagel H	132.042258736
3870_1	C(C(C(CO)O)(C(C(C)=O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	3872_0	Knoevenagel C	60.021129368000004
C(C(C(C(C)=O)O)O)=O	3872_0	Knoevenagel C	132.042258736
3872_0	C(C)(C(C(CO)O)(C(C=O)O)O)=O	Knoevenagel C	192.063388104
C(CO)=O	3872_1	Knoevenagel H	60.021129368000004
C(C(C(C(C)=O)O)O)=O	3872_1	Knoevenagel H	132.042258736
3872_1	C(C)(C(C(CO)O)(C(C=O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	3874_0	Knoevenagel C	60.021129368000004
C(C(C=O)O)=O	3874_0	Knoevenagel C	88.016043988
3874_0	C(C(C=O)(C(CO)O)O)=O	Knoevenagel C	148.037173356
C(CO)=O	3874_1	Knoevenagel H	60.021129368000004
C(C(C=O)O)=O	3874_1	Knoevenagel H	88.016043988
3874_1	C(C(C=O)(C(CO)O)O)=O	Knoevenagel H	148.037173356
C(CO)=O	3876_0	Knoevenagel C	60.021129368000004
C(C(C(C=O)O)O)=O	3876_0	Knoevenagel C	118.02660867200001
3876_0	C(C(C(CO)O)(C(C=O)O)O)=O	Knoevenagel C	178.04773804
C(CO)=O	3876_1	Knoevenagel H	60.021129368000004
C(C(C(C=O)O)O)=O	3876_1	Knoevenagel H	118.02660867200001
3876_1	C(C(C(CO)O)(C(C=O)O)O)=O	Knoevenagel H	178.04773804
C(CO)=O	3878_0	Knoevenagel C	60.021129368000004
C(CO)(C(CO)O)=O	3878_0	Knoevenagel C	120.04225873600001
3878_0	C(CO)(C(CO)(C(CO)O)O)=O	Knoevenagel C	180.063388104
C(CO)=O	3878_1	Knoevenagel H	60.021129368000004
C(CO)(C(CO)O)=O	3878_1	Knoevenagel H	120.04225873600001
3878_1	C(CO)(C(CO)(C(CO)O)O)=O	Knoevenagel H	180.063388104
C(CO)=O	3880_0	Knoevenagel C	60.021129368000004
C(CNC)(C(CO)O)=O	3880_0	Knoevenagel C	133.073893217
3880_0	C(CNC)(C(CO)(C(CO)O)O)=O	Knoevenagel C	193.095022585
C(CO)=O	3880_1	Knoevenagel H	60.021129368000004
C(CNC)(C(CO)O)=O	3880_1	Knoevenagel H	133.073893217
3880_1	C(CNC)(C(CO)(C(CO)O)O)=O	Knoevenagel H	193.095022585
C(CO)=O	3881_0	Knoevenagel C	60.021129368000004
C(C(C(CO)O)O)(O)=O	3881_0	Knoevenagel C	136.03717335599998
3881_0	C(C(C(CO)O)(C(CO)O)O)(O)=O	Knoevenagel C	196.058302724
C(CO)=O	3881_1	Knoevenagel H	60.021129368000004
C(C(C(CO)O)O)(O)=O	3881_1	Knoevenagel H	136.03717335599998
3881_1	C(C(C(CO)O)(C(CO)O)O)(O)=O	Knoevenagel H	196.058302724
C(CO)=O	3883_0	Knoevenagel C	60.021129368000004
C(C(C(CO)O)N)(O)=O	3883_0	Knoevenagel C	135.053157773
3883_0	C(C(C(CO)O)(C(CO)O)N)(O)=O	Knoevenagel C	195.074287141
C(CO)=O	3883_1	Knoevenagel H	60.021129368000004
C(C(C(CO)O)N)(O)=O	3883_1	Knoevenagel H	135.053157773
3883_1	C(C(C(CO)O)(C(CO)O)N)(O)=O	Knoevenagel H	195.074287141
C(CO)=O	3885_0	Knoevenagel C	60.021129368000004
C(C(C(O)=O)N)(O)=O	3885_0	Knoevenagel C	119.02185764500001
3885_0	C(C(C(O)=O)(C(CO)O)N)(O)=O	Knoevenagel C	179.04298701300002
C(CO)=O	3885_1	Knoevenagel H	60.021129368000004
C(C(C(O)=O)N)(O)=O	3885_1	Knoevenagel H	119.02185764500001
3885_1	C(C(C(O)=O)(C(CO)O)N)(O)=O	Knoevenagel H	179.04298701300002
C(CO)=O	3887_0	Knoevenagel C	60.021129368000004
C(C(CO)N)(O)=O	3887_0	Knoevenagel C	105.04259308900001
3887_0	C(C(CO)(C(CO)O)N)(O)=O	Knoevenagel C	165.063722457
C(CO)=O	3887_1	Knoevenagel H	60.021129368000004
C(C(CO)N)(O)=O	3887_1	Knoevenagel H	105.04259308900001
3887_1	C(C(CO)(C(CO)O)N)(O)=O	Knoevenagel H	165.063722457
C(CO)=O	3889_0	Knoevenagel C	60.021129368000004
C(C(C(CO)NC)O)=O	3889_0	Knoevenagel C	133.073893217
3889_0	C(C(C(CO)O)(C(CO)NC)O)=O	Knoevenagel C	193.095022585
C(CO)=O	3889_1	Knoevenagel H	60.021129368000004
C(C(C(CO)NC)O)=O	3889_1	Knoevenagel H	133.073893217
3889_1	C(C(C(CO)O)(C(CO)NC)O)=O	Knoevenagel H	193.095022585
C(C(C(CO)O)O)=O	3890_0	Knoevenagel C	120.04225873600001
C(C(C)=O)=O	3890_0	Knoevenagel C	72.021129368
3890_0	C(C(C(CO)O)(C(C(C)=O)O)O)=O	Knoevenagel C	192.063388104
C(C(C(CO)O)O)=O	3890_1	Knoevenagel H	120.04225873600001
C(C(C)=O)=O	3890_1	Knoevenagel H	72.021129368
3890_1	C(C(C(CO)O)(C(C(C)=O)O)O)=O	Knoevenagel H	192.063388104
C(C(C(CO)O)O)=O	3892_0	Knoevenagel C	120.04225873600001
C(C(C)=O)=O	3892_0	Knoevenagel C	72.021129368
3892_0	C(C(C(CO)O)(C(C=O)(C)O)O)=O	Knoevenagel C	192.063388104
C(C(C(CO)O)O)=O	3892_1	Knoevenagel H	120.04225873600001
C(C(C)=O)=O	3892_1	Knoevenagel H	72.021129368
3892_1	C(C(C(CO)O)(C(C=O)(C)O)O)=O	Knoevenagel H	192.063388104
C(C(C(CO)O)O)=O	3893_0	Knoevenagel C	120.04225873600001
C(C=O)=O	3893_0	Knoevenagel C	58.005479304000005
3893_0	C(C(C(CO)O)(C(C=O)O)O)=O	Knoevenagel C	178.04773804
C(C(C(CO)O)O)=O	3893_1	Knoevenagel H	120.04225873600001
C(C=O)=O	3893_1	Knoevenagel H	58.005479304000005
3893_1	C(C(C(CO)O)(C(C=O)O)O)=O	Knoevenagel H	178.04773804
C(C(C(CO)O)O)=O	3895_0	Knoevenagel C	120.04225873600001
C(C)(CO)=O	3895_0	Knoevenagel C	74.036779432
3895_0	C(C(C(CO)O)(C(CO)(C)O)O)=O	Knoevenagel C	194.079038168
C(C(C(CO)O)O)=O	3895_1	Knoevenagel H	120.04225873600001
C(C)(CO)=O	3895_1	Knoevenagel H	74.036779432
